lnp_id,paper_doi,paper_title,lipid_molar_ratio,ionizable_lipid,helper_lipid,sterol_lipid,peg_lipid,mol_pct_ionizable,mol_pct_helper,mol_pct_sterol,mol_pct_peg,ratio_sum,ratio_sum_deviation_from_100,parse_method,parse_confidence,ratio_values_complete,ratio_values_nonnegative,ratio_values_at_most_100,ratio_sum_near_100,ratio_model_eligible,ratio_review_needed
990,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,45:2.5:42.5:10,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,45.0,10.0,42.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
991,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:1.5:47.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,47.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
992,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.8:46.2:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.2,2.8,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1005,10.1002/smll.201805097,Branched-Tail Lipid Nanoparticles Potently Deliver mRNA In Vivo due to Enhanced Ionization at Endosomal pH,35:16:46.5:2.5 (ionizable_lipid:cholesterol:DOPE:C14-mPEG2000),Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1006,10.1002/smll.201805097,Branched-Tail Lipid Nanoparticles Potently Deliver mRNA In Vivo due to Enhanced Ionization at Endosomal pH,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1007,10.1002/smll.201805097,Branched-Tail Lipid Nanoparticles Potently Deliver mRNA In Vivo due to Enhanced Ionization at Endosomal pH,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1008,10.1002/smll.201805097,Branched-Tail Lipid Nanoparticles Potently Deliver mRNA In Vivo due to Enhanced Ionization at Endosomal pH,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1009,10.1002/smll.201805097,Branched-Tail Lipid Nanoparticles Potently Deliver mRNA In Vivo due to Enhanced Ionization at Endosomal pH,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1010,10.1002/smll.201805097,Branched-Tail Lipid Nanoparticles Potently Deliver mRNA In Vivo due to Enhanced Ionization at Endosomal pH,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1011,10.1002/smll.201805097,Branched-Tail Lipid Nanoparticles Potently Deliver mRNA In Vivo due to Enhanced Ionization at Endosomal pH,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1012,10.1002/smll.201805097,Branched-Tail Lipid Nanoparticles Potently Deliver mRNA In Vivo due to Enhanced Ionization at Endosomal pH,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1013,10.1002/smll.201805097,Branched-Tail Lipid Nanoparticles Potently Deliver mRNA In Vivo due to Enhanced Ionization at Endosomal pH,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1014,10.1002/smll.201805097,Branched-Tail Lipid Nanoparticles Potently Deliver mRNA In Vivo due to Enhanced Ionization at Endosomal pH,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1015,10.1002/smll.201805097,Branched-Tail Lipid Nanoparticles Potently Deliver mRNA In Vivo due to Enhanced Ionization at Endosomal pH,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1021,10.1073/pnas.1209367109,Nonviral delivery of self-amplifying RNA vaccines,40:2:48:10,DLinDMA,DSPC,cholesterol,DMG-PEG2000,40.0,2.0,48.0,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1030,10.1038/s41551-021-00786-x,Optimization of lipid nanoparticles for the delivery of nebulized therapeutic mRNA to the lungs,60:10:2:28,7C1,DOPE,cholesterol,C14-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
1032,10.1038/s41551-021-00786-x,Optimization of lipid nanoparticles for the delivery of nebulized therapeutic mRNA to the lungs,60:5:30:5,7C1,DOPE,cholesterol,C14-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
1034,10.1038/s41551-021-00786-x,Optimization of lipid nanoparticles for the delivery of nebulized therapeutic mRNA to the lungs,60:15:20:5,7C1,DOPE,cholesterol,C18-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
1088,https://dx.doi.org/10.1021/acs.nanolett.0c01386,Deconvoluting Lipid Nanoparticle Structure for Messenger RNA Delivery,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1089,https://dx.doi.org/10.1021/acs.nanolett.0c01386,Deconvoluting Lipid Nanoparticle Structure for Messenger RNA Delivery,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,¥â-sitosterol,DMG-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1090,https://dx.doi.org/10.1021/acs.nanolett.0c01386,Deconvoluting Lipid Nanoparticle Structure for Messenger RNA Delivery,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,fucosterol,DMG-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1091,https://dx.doi.org/10.1021/acs.nanolett.0c01386,Deconvoluting Lipid Nanoparticle Structure for Messenger RNA Delivery,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,campesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
1092,https://dx.doi.org/10.1021/acs.nanolett.0c01386,Deconvoluting Lipid Nanoparticle Structure for Messenger RNA Delivery,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,stigmastanol,DMG-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
