lnp_id,ionizable_lipid,helper_lipid,sterol_lipid,peg_lipid,lipid_molar_ratio,target_type,nucleic_acid_sequence,ionizable_lipid_smiles,helper_lipid_smiles,sterol_lipid_smiles,peg_lipid_smiles,size_mean,size_sd,size_flag,pdi_mean,pdi_sd,pdi_flag,ee_mean,ee_sd,ee_flag,zeta_mean,zeta_sd,zeta_flag,ratio_type,ratio_value,ratio_cargo,synthesis_info,bioactivity_profile,transfection_raw,transfection_unit,transfection_pctile,paper_doi,paper_title,paper_authors,paper_journal,paper_year,ionizable_lipid_original,helper_lipid_original,sterol_lipid_original,peg_lipid_original
13,Custom lipid,DOPE,cholesterol,DMG-PEG2000,35:16:46.5:2.5,mRNA,firefly_luciferase,CCCCCC(C)CCC(=O)OCCCC(NCCCCN(CC)CC)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,135.5,,,0.02,,,,,,,,,,,,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 9.59 (Log2) in vitro, 1.870E+04 in vivo",9.59,log2,0.90625,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0,H13,DOPE,cholesterol,DMG-PEG2000
14,Custom lipid,DOPE,cholesterol,DMG-PEG2000,35:16:46.5:2.5,mRNA,firefly_luciferase,CCCCCCC/C=C/C(=O)OCCCC(NCCCCN(CC)CC)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,128.2,,,0.12,,,,,,,,,,,,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 7.62 (Log2) in vitro, 1.952E+04 in vivo",7.62,log2,0.78125,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0,H14,DOPE,cholesterol,DMG-PEG2000
15,Custom lipid,DOPE,cholesterol,DMG-PEG2000,35:16:46.5:2.5,mRNA,firefly_luciferase,CCCCCCCC/C=C/CCCCCCC(=O)OCCC(NCCCCN(CC)CC)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,117.5,,,0.14,,,,,,,,,,,,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 5.58 (Log2) in vitro, 6.916E+05 in vivo",5.58,log2,0.46875,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0,H15,DOPE,cholesterol,DMG-PEG2000
16,Custom lipid,DOPE,cholesterol,DMG-PEG2000,35:16:46.5:2.5,mRNA,firefly_luciferase,CCCCCC(C)CCCC(=O)OCCC(NCCN1CCCCCC1)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,134.8,,,0.1,,,,,,,,,,,,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 6.30 (Log2) in vitro, 8.059E+05 in vivo",6.3,log2,0.625,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0,H31,DOPE,cholesterol,DMG-PEG2000
17,Custom lipid,DOPE,cholesterol,DMG-PEG2000,35:16:46.5:2.5,mRNA,firefly_luciferase,CCCCCCC/C=C/C(=O)OCCC(NCCN1CCCCCC1)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,132.9,,,0.12,,,,,,,,,,,,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 6.21 (Log2) in vitro, 5.577E+04 in vivo",6.21,log2,0.578125,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0,H32,DOPE,cholesterol,DMG-PEG2000
18,Custom lipid,DOPE,cholesterol,DMG-PEG2000,35:16:46.5:2.5,mRNA,firefly_luciferase,CCCCCC(C)CCC(=O)OCCC(NCCN1CCCCCC1)C(=O)NCCCCCCCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,133.8,,,0.1,,,,,,,,,,,,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 5.87 (Log2) in vitro, 4.46E+04 in vivo",5.87,log2,0.515625,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0,H33,DOPE,cholesterol,DMG-PEG2000
19,Custom lipid,DOPE,cholesterol,DMG-PEG2000,35:16:46.5:2.5,mRNA,firefly_luciferase,CCCCCCCC/C=C/CCCCCCC(=O)OCCC(NCCN(C)C)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,137.8,,,0.15,,,,,,,,,,,,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 1.46 (Log2) in vitro, 6.802E+04 in vivo",1.46,log2,0.25,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0,H34,DOPE,cholesterol,DMG-PEG2000
20,Custom lipid,DOPE,cholesterol,DMG-PEG2000,35:16:46.5:2.5,mRNA,firefly_luciferase,CCCCCC(C)CCC(=O)OCCCC(NCCCN(C)C)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,135.5,,,0.1,,,,,,,,,,,,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 3.10 (Log2) in vitro, 5.662E+04 in vivo",3.1,log2,0.28125,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0,H35,DOPE,cholesterol,DMG-PEG2000
21,Custom lipid,DOPE,cholesterol,DMG-PEG2000,35:16:46.5:2.5,mRNA,firefly_luciferase,CCCCCCC/C=C/C(=O)OCCCC(NCCCN(C)C)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,139.0,,,0.1,,,,,,,,,,,,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 3.54 (Log2) in vitro, 1.109E+04 in vivo",3.54,log2,0.3125,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0,H36,DOPE,cholesterol,DMG-PEG2000
22,Custom lipid,DOPE,cholesterol,DMG-PEG2000,35:16:46.5:2.5,mRNA,firefly_luciferase,CCCCCC(C)CCC(=O)OCCCC(NCCCN(C)C)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,132.8,,,0.13,,,,,,,,,,,,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 6.21 (Log2) in vitro, 7.084E+05 in vivo",6.21,log2,0.578125,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0,H37,DOPE,cholesterol,DMG-PEG2000
23,Custom lipid,DOPE,cholesterol,DMG-PEG2000,35:16:46.5:2.5,mRNA,firefly_luciferase,CCCCCC(C)CCC(=O)OCCCC(NCCN(C)C)C(=O)NCCCCCCCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,133.9,,,0.16,,,,,,,,,,,,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 6.93 (Log2) in vitro, 3.388E+05 in vivo",6.93,log2,0.71875,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0,H38,DOPE,cholesterol,DMG-PEG2000
24,Custom lipid,DOPE,cholesterol,DMG-PEG2000,35:16:46.5:2.5,mRNA,firefly_luciferase,CCCCCCC/C=C/C(=O)OCCC(NCCN(C)C)C(=O)NCCCCCCCCCC/C=C/CCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)OC(=O)CCCCCCCCCCCCC,137.9,,,0.16,,,,,,,,,,,,synthesis_method: 3CR-Ugi reaction; device_used: Automated liquid handler (OT-2); total_flow_rate_ml_min: ; flow_rate_ratio: 3:1 (aqueous:ethanol); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: ethanol with lipid components; mixing_time_sec: overnight; temperature_condition: room temperature; post_processing: ; sterilization: ; storage_buffer: ,"cell_line: HeLa; animal_model: mice; administration_route: intramuscular (IM); dose: 0.2 mg/kg mRNA; gene_expression_result: 4.01 (Log2) in vitro, 2.286E+05 in vivo",4.01,log2,0.34375,https://doi.org/10.1038/s41467-024-50619-z,AGILE platform: a deep learning powered approach to accelerate LNP development for mRNA delivery,"['Yue Xu', 'Shihao Ma', 'Haotian Cui', 'Jingan Chen', 'Shufen Xu', 'Fanglin Gong', 'Alex Golubovic', 'Muye Zhou', 'Kevin Chang Wang', 'Andrew Varley', 'Rick Xing Ze Lu', 'Bo Wang', 'Bowen Li']",Nature Communications,2024.0,H39,DOPE,cholesterol,DMG-PEG2000
